영업상태명,폐업일자,사업장명,좌표정보(x),좌표정보(y),도로명전체주소
폐업,2024.3.4,나무카페,127.0501355,37.2719935,"경기도 수원시 영통구 매봉로35번길 50 (매탄동, 111-10, 1층 일부)"
폐업,2024.2.28,스마트폰중고마을,127.0253876,37.25588952,"경기도 수원시 권선구 세권로***번길 **, ***호 (권선동)"
폐업,2024.3.5,나누리,126.9779891,37.2415216,"경기도 수원시 권선구 오목천로152번길 68, 117-2호 (고색동, 골든프라자)"
폐업,2024.2.29,고피자 수원정자점,126.9936148,37.29555285,"경기도 수원시 장안구 대평로 80, 101호 (정자동)"
폐업,2024.3.4,양인제분건강원,127.0197743,37.27734101,경기도 수원시 팔달구 수원천로 266-6 (지동)
폐업,2024.2.28,옥집2,126.9709156,37.29863322,경기도 수원시 장안구 화산로233번길 25 (율전동)
폐업,2024.3.5,따식이포차,127.0284258,37.25960991,경기도 수원시 권선구 권광로123번길 42 (권선동)
폐업,2023.3.31,스피드당구장,127.0229388,37.25036687,경기도 수원시 권선구 덕영대로1201번길 28  (권선동)
폐업,2024.3.5,육꼬,127.0452657,37.2594461,"경기도 수원시 영통구 매탄로108번길 52 (매탄동,로진프라자 111호)"
폐업,2024.3.5,프띠르,126.9998911,37.26616877,경기도 수원시 팔달구 덕영대로 924 (매산로1가)
폐업,2024.3.4,생고기대학교 아주대점,127.0440934,37.27825119,경기도 수원시 영통구 아주로 38 (원천동)
폐업,2024.3.5,의령메밀소바,126.9625146,37.24184497,경기도 수원시 권선구 삼천병마로 1559 (오목천동)
폐업,2024.1.1,메가박스중앙(주) 영통지점 제7관,127.0715826,37.25268062,"경기도 수원시 영통구 봉영로 1579 (영통동, 그랜드백화점 5층)"
폐업,2024.1.1,메가박스중앙(주) 영통지점 제4관,127.0715826,37.25268062,"경기도 수원시 영통구 봉영로 1579 (영통동, 그랜드백화점 7층)"
